customer_id,customer_type,birth_year,birth_month,province,city,district,gender,id
66758615, 개인,1973.0,10.0,서울특별시,서울특별시, 강남구,남자,27
66758778, 개인,1962.0,10.0,서울특별시,서울특별시, 강남구,여자,28
66127796, 개인,1978.0,6.0,서울특별시,서울특별시, 강남구,여자,29
66528773, 개인,1973.0,1.0,서울특별시,서울특별시, 강남구,남자,30
66758315, 개인,1992.0,1.0,서울특별시,서울특별시, 강남구,여자,31
66758224, 개인,1964.0,6.0,서울특별시,서울특별시, 강동구,여자,32
66211709, 개인,1956.0,12.0,서울특별시,서울특별시, 강동구,남자,33
66135112, 개인,1970.0,3.0,서울특별시,서울특별시, 강동구,여자,34
66758431, 개인,1959.0,2.0,서울특별시,서울특별시, 강북구,여자,35
66423714, 개인,1956.0,9.0,서울특별시,서울특별시, 강북구,남자,36
66754342, 개인,1984.0,2.0,서울특별시,서울특별시, 강북구,남자,37
66758548, 개인,1964.0,12.0,서울특별시,서울특별시, 강북구,남자,38
66758162, 개인,1971.0,2.0,서울특별시,서울특별시, 강서구,남자,39
66590304, 개인,1978.0,10.0,서울특별시,서울특별시, 강서구,남자,40
66670488, 개인,1987.0,7.0,서울특별시,서울특별시, 강서구,여자,41
66757967, 개인,1984.0,12.0,경상도,경상도, 거제시,여자,42
66260467, 개인,1979.0,9.0,경상도,경상도, 거제시,여자,43
66758899, 개인,1954.0,6.0,경상도,경상도, 경산시,남자,44
66758851, 개인,1994.0,8.0,경기도,인천광역시, 계양구,남자,45
66757441, 개인,1966.0,6.0,경기도,인천광역시, 계양구,남자,46
66758704, 개인,1983.0,9.0,경기도,인천광역시, 계양구,남자,47
66420963, 개인,1960.0,6.0,경기도,인천광역시, 계양구,여자,48
66758888, 개인,195.0,3.0,경기도,경기도, 고양시 덕양구,여자,49
66754426, 개인,1966.0,2.0,경기도,경기도, 고양시 덕양구,여자,50
66758803, 개인,1980.0,12.0,경기도,경기도, 고양시 덕양구,여자,51
66755965, 개인,1980.0,12.0,경기도,경기도, 고양시 덕양구,여자,52
66316787, 개인,1979.0,8.0,경기도,경기도, 고양시 덕양구,남자,53
66758653, 개인,1952.0,2.0,경기도,경기도, 고양시 덕양구,여자,54
66388766, 개인,1985.0,9.0,경기도,경기도, 고양시 덕양구,남자,55
66750147, 개인,1965.0,12.0,경기도,경기도, 고양시 일산동구,여자,56
66426523, 개인,1970.0,11.0,경기도,경기도, 고양시 일산동구,남자,57
66758873, 개인,1953.0,9.0,경기도,경기도, 고양시 일산동구,남자,58
66422805, 개인,1965.0,9.0,경기도,경기도, 고양시 일산서구,여자,59
66543103, 개인,1978.0,9.0,경기도,경기도, 고양시 일산서구,남자,60
66144881, 개인,1970.0,4.0,경기도,경기도, 고양시 일산서구,남자,61
66747865, 개인,1965.0,8.0,경기도,경기도, 고양시 일산서구,남자,62
66758514, 개인,1961.0,1.0,경기도,경기도, 고양시 일산서구,여자,63
66758843, 개인,1948.0,10.0,경기도,경기도, 고양시 일산서구,남자,64
66758546, 개인,1944.0,2.0,서울특별시,서울특별시, 관악구,여자,65
66369912, 개인,1986.0,2.0,서울특별시,서울특별시, 관악구,여자,66
66758588, 개인,1938.0,12.0,서울특별시,서울특별시, 관악구,남자,67
66643114, 개인,197.0,1.0,서울특별시,서울특별시, 관악구,여자,68
66879582, 개인,1969.0,12.0,서울특별시,서울특별시, 관악구,남자,69
66758611, 개인,1961.0,5.0,서울특별시,서울특별시, 관악구,남자,70
66758771, 개인,1972.0,6.0,경기도,경기도, 광명시,남자,71
66677887, 개인,1969.0,3.0,경기도,경기도, 광명시,여자,72
66758748, 개인,1982.0,9.0,경기도,경기도, 광명시,남자,73
66423756, 개인,1989.0,10.0,전라도,광주광역시, 광산구,남자,74
66758264, 개인,1983.0,3.0,전라도,광주광역시, 광산구,남자,75
66758918, 개인,1985.0,11.0,전라도,광주광역시, 광산구,여자,76
66437196, 개인,1977.0,5.0,전라도,광주광역시, 광산구,여자,77
66420849, 개인,1971.0,1.0,전라도,광주광역시, 광산구,남자,78
66758580, 개인,1968.0,8.0,전라도,광주광역시, 광산구,남자,79
66282355, 개인,1958.0,4.0,경기도,경기도, 광주시,여자,80
66758599, 개인,1975.0,1.0,경기도,경기도, 광주시,남자,81
66758509, 개인,1983.0,2.0,경기도,경기도, 광주시,여자,82
66299293, 개인,1969.0,9.0,경기도,경기도, 광주시,여자,83
66675444, 개인,1963.0,1.0,경기도,경기도, 광주시,여자,84
66128332, 개인,1970.0,4.0,경기도,경기도, 광주시,남자,85
66228840, 개인,1961.0,3.0,경기도,경기도, 광주시,여자,86
66758444, 개인,1942.0,2.0,경기도,경기도, 광주시,남자,87
66758453, 개인,1963.0,9.0,경기도,경기도, 광주시,여자,88
66423309, 개인,1966.0,11.0,서울특별시,서울특별시, 광진구,남자,89
66756385, 개인,1969.0,3.0,서울특별시,서울특별시, 광진구,남자,90
66571632, 개인,1981.0,8.0,서울특별시,서울특별시, 광진구,남자,91
66756204, 개인,1970.0,1.0,전라도,전라도, 구례군,남자,92
66755839, 개인,1968.0,7.0,전라도,전라도, 구례군,남자,93
66424303, 개인,1976.0,3.0,서울특별시,서울특별시, 구로구,남자,94
66171115, 개인,1980.0,3.0,서울특별시,서울특별시, 구로구,여자,95
66466141, 개인,1976.0,5.0,서울특별시,서울특별시, 구로구,여자,96
66758648, 개인,1976.0,1.0,서울특별시,서울특별시, 구로구,여자,97
66758815, 개인,1969.0,3.0,경기도,경기도, 구리시,여자,98
66758458, 개인,1959.0,2.0,경기도,경기도, 구리시,여자,99
66423812, 개인,1962.0,11.0,경기도,경기도, 구리시,여자,100
66758645, 개인,1946.0,2.0,경기도,경기도, 구리시,여자,101
66419641, 개인,199982.0,8.0,경상도,경상도, 구미시,여자,102
66758816, 개인,1978.0,4.0,경상도,경상도, 구미시,여자,103
66337747, 개인,1978.0,4.0,경상도,경상도, 구미시,여자,104
66423261, 개인,1972.0,1.0,경상도,경상도, 구미시,여자,105
66758643, 개인,1960.0,3.0,경상도,경상도, 구미시,남자,106
66758649, 개인,1971.0,3.0,전라도,전라도, 군산시,여자,107
66757909, 개인,1969.0,2.0,전라도,전라도, 군산시,여자,108
66757582, 개인,1961.0,3.0,경상도,경상도, 군위군,여자,109
66758877, 개인,1947.0,8.0,경기도,경기도, 군포시,남자,110
66758823, 개인,1981.0,9.0,경기도,경기도, 군포시,여자,111
66144165, 개인,1975.0,8.0,경기도,경기도, 군포시,남자,112
66757782, 개인,1974.0,10.0,경상도,부산광역시, 금정구,여자,113
66758072, 개인,1963.0,2.0,경상도,부산광역시, 금정구,여자,114
66758207, 개인,1945.0,3.0,경상도,부산광역시, 금정구,남자,115
66758348, 개인,1976.0,3.0,경상도,부산광역시, 금정구,여자,116
66718717, 개인,1964.0,10.0,경상도,부산광역시, 금정구,여자,117
66758820, 개인,1963.0,4.0,경상도,부산광역시, 금정구,여자,118
66758897, 개인,1970.0,6.0,경상도,부산광역시, 금정구,남자,119
66423062, 개인,1942.0,1.0,경상도,부산광역시, 금정구,여자,120
66423177, 개인,1983.0,11.0,서울특별시,서울특별시, 금천구,여자,121
66731490, 개인,1973.0,10.0,서울특별시,서울특별시, 금천구,여자,122
66757144, 개인,1972.0,3.0,서울특별시,서울특별시, 금천구,남자,123
66758255, 개인,1954.0,2.0,경상도,경상도, 김천시,여자,124
66758679, 개인,1982.0,8.0,경상도,경상도, 김천시,남자,125
66758308, 개인,1990.0,1.0,경기도,경기도, 김포시,여자,126
66758321, 개인,1969.0,10.0,경기도,경기도, 김포시,남자,127
66756551, 개인,1974.0,4.0,경기도,경기도, 김포시,여자,128
66758456, 개인,1953.0,2.0,경기도,경기도, 김포시,남자,129
66758920, 개인,1982.0,11.0,경기도,경기도, 김포시,남자,130
66173172, 개인,1966.0,1.0,경상도,경상도, 김해시,남자,131
66758070, 개인,1979.0,12.0,경상도,경상도, 김해시,남자,132
66755342, 개인,1982.0,8.0,경상도,경상도, 김해시,남자,133
66758325, 개인,1980.0,9.0,경상도,경상도, 김해시,남자,134
66757817, 개인,1973.0,9.0,경상도,경상도, 김해시,여자,135
66521867, 개인,1967.0,6.0,경상도,경상도, 김해시,남자,136
66194665, 개인,1975.0,3.0,경상도,경상도, 김해시,여자,137
66758819, 개인,1968.0,12.0,경상도,경상도, 김해시,여자,138
66758320, 개인,1981.0,12.0,경상도,경상도, 김해시,남자,139
66758715, 개인,1954.0,8.0,경상도,경상도, 김해시,여자,140
66758765, 개인,1965.0,12.0,경기도,인천광역시, 남구,여자,141
66671373, 개인,1977.0,6.0,경기도,인천광역시, 남구,남자,142
66758900, 개인,1960.0,5.0,경기도,인천광역시, 남구,남자,143
66758526, 개인,1972.0,8.0,경기도,인천광역시, 남구,여자,144
66758701, 개인,1986.0,3.0,경기도,인천광역시, 남구,남자,145
66423775, 개인,1999978.0,5.0,전라도,광주광역시, 남구,여자,146
66758600, 개인,1983.0,2.0,전라도,광주광역시, 남구,남자,147
66865779, 개인,1953.0,7.0,전라도,광주광역시, 남구,남자,148
66758799, 개인,1972.0,4.0,경상도,부산광역시, 남구,남자,149
66331658, 개인,1969.0,5.0,경상도,부산광역시, 남구,남자,150
66758349, 개인,1957.0,10.0,경상도,부산광역시, 남구,여자,151
66464668, 개인,1958.0,7.0,경상도,울산광역시, 남구,여자,152
66635455, 개인,1982.0,2.0,경상도,대구광역시, 남구,여자,153
66758280, 개인,1980.0,6.0,경기도,인천광역시, 남동구,여자,154
66165764, 개인,1964.0,2.0,경기도,인천광역시, 남동구,남자,155
66758737, 개인,1953.0,8.0,경기도,인천광역시, 남동구,여자,156
66423734, 개인,1990.0,10.0,경기도,인천광역시, 남동구,여자,157
66586254, 개인,1971.0,8.0,경기도,경기도, 남양주시,남자,158
66758567, 개인,1971.0,1.0,경기도,경기도, 남양주시,남자,159
66757020, 개인,1956.0,7.0,전라도,전라도, 남원시,남자,160
66757400, 개인,,,서울특별시,서울특별시, 노원구,여자,161
66757780, 개인,1979.0,8.0,서울특별시,서울특별시, 노원구,남자,162
66758781, 개인,1953.0,3.0,서울특별시,서울특별시, 노원구,여자,163
66757037, 개인,1968.0,10.0,서울특별시,서울특별시, 노원구,남자,164
66180881, 개인,1977.0,12.0,서울특별시,서울특별시, 노원구,여자,165
66758019, 개인,1971.0,6.0,서울특별시,서울특별시, 노원구,여자,166
66758756, 개인,1957.0,7.0,서울특별시,서울특별시, 노원구,남자,167
66756981, 개인,1975.0,10.0,서울특별시,서울특별시, 노원구,여자,168
66758912, 개인,1975.0,12.0,서울특별시,서울특별시, 노원구,남자,169
66331824, 개인,1971.0,1.0,서울특별시,서울특별시, 노원구,여자,170
66758558, 개인,1966.0,3.0,서울특별시,서울특별시, 노원구,여자,171
66423271, 개인,1981.0,3.0,충청도,충청도, 논산시,여자,172
66758193, 개인,1967.0,10.0,충청도,충청도, 단양군,남자,173
66758062, 개인,1960.0,7.0,충청도,충청도, 단양군,여자,174
66758539, 개인,1957.0,11.0,경상도,대구광역시, 달서구,남자,175
66423638, 개인,1950.0,12.0,경상도,대구광역시, 달성군,남자,176
66419693, 개인,1978.0,2.0,충청도,충청도, 당진군,여자,177
66758980, 개인,1969.0,7.0,충청도,충청도, 당진군,여자,178
66758497, 개인,1979.0,3.0,충청도,충청도, 당진군,여자,179
66758754, 개인,1977.0,10.0,충청도,대전광역시, 대덕구,여자,180
66423757, 개인,1975.0,11.0,충청도,대전광역시, 대덕구,남자,181
66757445, 개인,1967.0,5.0,충청도,대전광역시, 대덕구,여자,182
66422385, 개인,1959.0,10.0,서울특별시,서울특별시, 도봉구,남자,183
66758673, 개인,1977.0,10.0,서울특별시,서울특별시, 도봉구,여자,184
66753980, 개인,1964.0,1.0,서울특별시,서울특별시, 도봉구,여자,185
66512784, 개인,1963.0,11.0,서울특별시,서울특별시, 도봉구,여자,186
66601172, 개인,,,충청도,대전광역시, 동구,여자,187
66758077, 개인,1975.0,7.0,충청도,대전광역시, 동구,여자,188
66182028, 개인,1975.0,3.0,경기도,인천광역시, 동구,여자,189
66423840, 개인,1963.0,12.0,전라도,광주광역시, 동구,여자,190
66423020, 개인,1956.0,5.0,경상도,울산광역시, 동구,남자,191
66758519, 개인,1978.0,6.0,경상도,대구광역시, 동구,여자,192
66758735, 개인,1986.0,8.0,서울특별시,서울특별시, 동대문구,남자,193
66718199, 개인,1961.0,9.0,경상도,부산광역시, 동래구,여자,194
66757370, 개인,1983.0,12.0,서울특별시,서울특별시, 동작구,여자,195
66758096, 개인,1976.0,5.0,서울특별시,서울특별시, 동작구,여자,196
66620108, 개인,1983.0,1.0,서울특별시,서울특별시, 동작구,남자,197
66758847, 개인,1983.0,12.0,서울특별시,서울특별시, 동작구,여자,198
66758133, 개인,1970.0,6.0,서울특별시,서울특별시, 동작구,여자,199
66635702, 개인,,,서울특별시,서울특별시, 동작구,여자,200
66423575, 개인,1981.0,5.0,강원도,강원도, 동해시,남자,201
66758469, 개인,1980.0,12.0,서울특별시,서울특별시, 마포구,여자,202
66758700, 개인,1947.0,9.0,서울특별시,서울특별시, 마포구,여자,203
66758670, 개인,1964.0,12.0,전라도,전라도, 무안군,여자,204
66279127, 개인,,,경상도,부산광역시, 부산진구,남자,205
66758695, 개인,1965.0,1.0,경상도,부산광역시, 부산진구,여자,206
66758930, 개인,1967.0,10.0,경상도,부산광역시, 부산진구,남자,207
66420756, 개인,1964.0,6.0,경상도,부산광역시, 부산진구,여자,208
66425008, 개인,1983.0,9.0,경기도,경기도, 부천시 오정구,남자,209
66758741, 개인,1967.0,12.0,경기도,경기도, 부천시 오정구,여자,210
66757914, 개인,1959.0,3.0,경기도,경기도, 부천시 오정구,여자,211
66758590, 개인,1970.0,7.0,경기도,경기도, 부천시 오정구,남자,212
66717017, 개인,1982.0,1.0,경기도,경기도, 부천시 원미구,여자,213
66177864, 개인,1962.0,3.0,경기도,경기도, 부천시 원미구,여자,214
66758223, 개인,1993.0,3.0,경기도,경기도, 부천시 원미구,여자,215
66758620, 개인,1970.0,2.0,경기도,인천광역시, 부평구,남자,216
66757486, 개인,1980.0,1.0,경기도,인천광역시, 부평구,남자,217
66688379, 개인,1979.0,5.0,경기도,인천광역시, 부평구,여자,218
66756278, 개인,1973.0,6.0,경기도,인천광역시, 부평구,여자,219
66422344, 개인,1971.0,9.0,경기도,인천광역시, 부평구,여자,220
66365694, 개인,1978.0,1.0,전라도,광주광역시, 북구,남자,221
66757865, 개인,1956.0,7.0,전라도,광주광역시, 북구,여자,222
66132567, 개인,1981.0,5.0,전라도,광주광역시, 북구,여자,223
66141981, 개인,1953.0,3.0,전라도,광주광역시, 북구,여자,224
66758696, 개인,1988.0,5.0,,광주광역시, 북구,여자,225
66757064, 개인,1981.0,3.0,전라도,광주광역시, 북구,여자,226
66315710, 개인,1973.0,2.0,전라도,광주광역시, 북구,여자,227
66757744, 개인,1977.0,11.0,경상도,부산광역시, 북구,여자,228
66757157, 개인,1980.0,9.0,경상도,부산광역시, 북구,여자,229
66758559, 개인,1983.0,1.0,경상도,부산광역시, 북구,여자,230
66191423, 개인,1955.0,4.0,경상도,부산광역시, 북구,여자,231
66758571, 개인,1973.0,12.0,경상도,울산광역시, 북구,남자,232
66423250, 개인,1985.0,12.0,경상도,울산광역시, 북구,여자,233
66758659, 개인,1984.0,6.0,경상도,울산광역시, 북구,여자,234
66758864, 개인,1979.0,7.0,경상도,울산광역시, 북구,여자,235
66758564, 개인,1975.0,10.0,경상도,대구광역시, 북구,남자,236
66758466, 개인,1963.0,7.0,경상도,부산광역시, 사상구,남자,237
66690324, 개인,1972.0,1.0,경상도,경상도, 사천시,여자,238
66755905, 개인,1981.0,2.0,경상도,부산광역시, 사하구,여자,239
66758726, 개인,1977.0,5.0,경상도,부산광역시, 사하구,여자,240
66758884, 개인,1980.0,1.0,경상도,부산광역시, 사하구,남자,241
66758833, 개인,1954.0,1.0,경상도,부산광역시, 사하구,여자,242
66336105, 개인,1967.0,2.0,경상도,경상도, 산청군,여자,243
66758618, 개인,1962.0,7.0,충청도,대전광역시, 서구,남자,244
66758904, 개인,1966.0,4.0,충청도,대전광역시, 서구,여자,245
66758411, 개인,1987.0,7.0,충청도,대전광역시, 서구,여자,246
66758707, 개인,,,충청도,대전광역시, 서구,여자,247
66755260, 개인,1978.0,2.0,충청도,대전광역시, 서구,남자,248
66189304, 개인,1963.0,6.0,경기도,인천광역시, 서구,여자,249
66758205, 개인,1973.0,10.0,경기도,인천광역시, 서구,여자,250
66333255, 개인,1976.0,1.0,경기도,인천광역시, 서구,남자,251
66757002, 개인,1971.0,1.0,경기도,인천광역시, 서구,남자,252
66758867, 개인,1977.0,12.0,경기도,인천광역시, 서구,여자,253
66758477, 개인,1969.0,1.0,전라도,광주광역시, 서구,여자,254
66757693, 개인,1960.0,9.0,전라도,광주광역시, 서구,남자,255
66758465, 개인,1983.0,4.0,전라도,광주광역시, 서구,여자,256
66423621, 개인,1966.0,7.0,전라도,광주광역시, 서구,여자,257
66758414, 개인,1983.0,2.0,전라도,광주광역시, 서구,여자,258
66758441, 개인,1965.0,5.0,전라도,광주광역시, 서구,남자,259
66758501, 개인,1983.0,5.0,경상도,부산광역시, 서구,여자,260
66758925, 개인,1982.0,2.0,제주도,제주도, 서귀포시,여자,261
66758319, 개인,1983.0,8.0,서울특별시,서울특별시, 서대문구,여자,262
66753137, 개인,1955.0,6.0,서울특별시,서울특별시, 서대문구,여자,263
66758665, 개인,1978.0,10.0,서울특별시,서울특별시, 서대문구,남자,264
66689896, 개인,1966.0,1.0,서울특별시,서울특별시, 서초구,여자,265
66758758, 개인,1971.0,8.0,서울특별시,서울특별시, 서초구,남자,266
66758244, 개인,1976.0,5.0,서울특별시,서울특별시, 서초구,여자,267
66717197, 개인,1974.0,11.0,서울특별시,서울특별시, 서초구,남자,268
66386931, 개인,1958.0,6.0,서울특별시,서울특별시, 서초구,여자,269
66756867, 개인,1949.0,11.0,경기도,경기도, 성남시 분당구,남자,270
66454360, 개인,1957.0,4.0,경기도,경기도, 성남시 분당구,여자,271
66758891, 개인,1972.0,12.0,경기도,경기도, 성남시 분당구,여자,272
66758145, 개인,1958.0,7.0,경기도,경기도, 성남시 분당구,여자,273
66758543, 개인,1978.0,11.0,경기도,경기도, 성남시 수정구,남자,274
66237893, 개인,1975.0,3.0,경기도,경기도, 성남시 수정구,여자,275
66758839, 개인,1983.0,11.0,경기도,경기도, 성남시 수정구,남자,276
66758608, 개인,1973.0,2.0,경기도,경기도, 성남시 중원구,여자,277
66758739, 개인,1979.0,8.0,경기도,경기도, 성남시 중원구,여자,278
66758642, 개인,1974.0,9.0,경기도,경기도, 성남시 중원구,여자,279
66758500, 개인,1954.0,4.0,경기도,경기도, 성남시 중원구,남자,280
66423387, 개인,1968.0,2.0,서울특별시,서울특별시, 성동구,여자,281
66758910, 개인,1938.0,5.0,서울특별시,서울특별시, 성동구,여자,282
66755252, 개인,,,서울특별시,서울특별시, 성동구,여자,283
66241578, 개인,1969.0,10.0,서울특별시,서울특별시, 성북구,여자,284
66758850, 개인,1950.0,4.0,서울특별시,서울특별시, 성북구,남자,285
66753891, 개인,1979.0,1.0,서울특별시,서울특별시, 성북구,여자,286
66758329, 개인,1975.0,2.0,충청도,세종자치시, 세종자치시,여자,287
66758782, 개인,1963.0,1.0,서울특별시,서울특별시, 송파구,남자,288
66755363, 개인,1973.0,10.0,서울특별시,서울특별시, 송파구,여자,289
66758616, 개인,1966.0,1.0,서울특별시,서울특별시, 송파구,남자,290
66209295, 개인,1964.0,2.0,서울특별시,서울특별시, 송파구,여자,291
66758652, 개인,1945.0,10.0,경상도,대구광역시, 수성구,여자,292
66417714, 개인,1969.0,3.0,경상도,대구광역시, 수성구,남자,293
66423800, 개인,1988.0,4.0,경상도,대구광역시, 수성구,여자,294
66758631, 개인,1976.0,12.0,경상도,대구광역시, 수성구,남자,295
66235865, 개인,1969.0,10.0,경상도,대구광역시, 수성구,남자,296
66758789, 개인,1975.0,5.0,경상도,부산광역시, 수영구,여자,297
66423252, 개인,1966.0,12.0,경기도,경기도, 수원시 권선구,여자,298
66758445, 개인,1967.0,11.0,경기도,경기도, 수원시 권선구,남자,299
66756888, 개인,1983.0,9.0,경기도,경기도, 수원시 권선구,남자,300
66758725, 개인,1966.0,8.0,경기도,경기도, 수원시 영통구,여자,301
66758419, 개인,1964.0,4.0,경기도,경기도, 수원시 장안구,여자,302
66758446, 개인,1959.0,5.0,경기도,경기도, 수원시 장안구,남자,303
66423527, 개인,1974.0,6.0,경기도,경기도, 수원시 팔달구,남자,304
66158274, 개인,1961.0,8.0,경기도,경기도, 수원시 팔달구,여자,305
66758584, 개인,1968.0,9.0,전라도,전라도, 순천시,여자,306
66758940, 개인,1975.0,9.0,전라도,전라도, 순천시,남자,307
66758494, 개인,1976.0,5.0,전라도,전라도, 순천시,남자,308
66148108, 개인,1978.0,8.0,경기도,경기도, 시흥시,남자,309
66179414, 개인,1961.0,6.0,경기도,경기도, 시흥시,여자,310
66423308, 개인,1981.0,7.0,경기도,경기도, 시흥시,여자,311
66383798, 개인,,,경기도,경기도, 시흥시,남자,312
66758813, 개인,1981.0,7.0,경기도,경기도, 시흥시,남자,313
66160293, 개인,1972.0,8.0,경기도,경기도, 시흥시,남자,314
66227000, 개인,1979.0,1.0,충청도,충청도, 아산시,남자,315
66756078, 개인,1968.0,12.0,충청도,충청도, 아산시,여자,316
66758757, 개인,1986.0,6.0,경상도,경상도, 안동시,여자,317
66201828, 개인,1983.0,8.0,경상도,경상도, 안동시,여자,318
66758870, 개인,1974.0,12.0,경기도,경기도, 안산시 단원구,여자,319
66758654, 개인,1980.0,5.0,경기도,경기도, 안산시 단원구,여자,320
66754138, 개인,1981.0,8.0,경기도,경기도, 안산시 단원구,여자,321
66422479, 개인,1972.0,2.0,경기도,경기도, 안산시 단원구,여자,322
66758774, 개인,,,경기도,경기도, 안산시 단원구,여자,323
66758945, 개인,1965.0,6.0,경기도,경기도, 안산시 상록구,여자,324
66758572, 개인,1964.0,1.0,경기도,경기도, 안산시 상록구,여자,325
66758790, 개인,1964.0,12.0,경기도,경기도, 안산시 상록구,여자,326
66357367, 개인,1970.0,9.0,경기도,경기도, 안산시 상록구,남자,327
66758512, 개인,1987.0,8.0,경기도,경기도, 안산시 상록구,여자,328
66758832, 개인,1967.0,3.0,경기도,경기도, 안산시 상록구,여자,329
66200289, 개인,1976.0,11.0,경기도,경기도, 안성시,여자,330
66623331, 개인,1973.0,3.0,경기도,경기도, 안성시,여자,331
66758161, 개인,1983.0,5.0,경기도,경기도, 안양시 동안구,남자,332
66757758, 개인,1980.0,5.0,경기도,경기도, 안양시 동안구,여자,333
66758281, 개인,1965.0,5.0,경기도,경기도, 안양시 동안구,여자,334
66756490, 개인,,,경기도,경기도, 안양시 동안구,여자,335
66242466, 개인,1972.0,8.0,경기도,경기도, 안양시 동안구,여자,336
66423806, 개인,1972.0,4.0,경기도,경기도, 안양시 동안구,여자,337
66423802, 개인,1982.0,10.0,경기도,경기도, 안양시 동안구,여자,338
66758504, 개인,1967.0,1.0,경기도,경기도, 안양시 동안구,여자,339
66758503, 개인,1976.0,6.0,경기도,경기도, 안양시 만안구,여자,340
66419107, 개인,1977.0,12.0,경기도,경기도, 안양시 만안구,여자,341
66758279, 개인,1980.0,12.0,경기도,경기도, 안양시 만안구,여자,342
66758692, 개인,1976.0,3.0,경기도,경기도, 안양시 만안구,여자,343
66366766, 개인,1990.0,8.0,경기도,경기도, 안양시 만안구,여자,344
66505695, 개인,1957.0,6.0,경기도,경기도, 안양시 만안구,여자,345
66246764, 개인,1974.0,6.0,경기도,경기도, 안양시 만안구,여자,346
66423774, 개인,1962.0,1.0,경기도,경기도, 안양시 만안구,여자,347
66758821, 개인,1960.0,12.0,경상도,경상도, 양산시,남자,348
66218027, 개인,1967.0,12.0,경상도,경상도, 양산시,여자,349
66758471, 개인,1991.0,12.0,경상도,경상도, 양산시,여자,350
66758865, 개인,1979.0,7.0,경기도,경기도, 양주시,여자,351
66640221, 개인,1976.0,11.0,경기도,경기도, 양주시,여자,352
66423752, 개인,1948.0,2.0,경기도,경기도, 양주시,남자,353
66758921, 개인,1942.0,4.0,서울특별시,서울특별시, 양천구,남자,354
66758247, 개인,1960.0,4.0,서울특별시,서울특별시, 양천구,여자,355
66420390, 개인,1969.0,9.0,서울특별시,서울특별시, 양천구,여자,356
66754711, 개인,1953.0,12.0,서울특별시,서울특별시, 양천구,여자,357
66756495, 개인,1966.0,12.0,경기도,경기도, 양평군,여자,358
66234148, 개인,1967.0,11.0,경기도,경기도, 양평군,여자,359
66423006, 개인,1972.0,1.0,전라도,전라도, 여수시,남자,360
66423516, 개인,1979.0,1.0,전라도,전라도, 여수시,여자,361
66758664, 개인,1981.0,11.0,경기도,인천광역시, 연수구,여자,362
66659106, 개인,1970.0,7.0,경기도,인천광역시, 연수구,여자,363
66758485, 개인,1980.0,4.0,경기도,인천광역시, 연수구,여자,364
66758428, 개인,1982.0,2.0,경상도,부산광역시, 연제구,여자,365
66645685, 개인,1971.0,12.0,경상도,부산광역시, 연제구,여자,366
66757435, 개인,1964.0,2.0,경상도,부산광역시, 연제구,여자,367
66757903, 개인,,,경상도,부산광역시, 연제구,여자,368
66757672, 개인,1964.0,9.0,경상도,부산광역시, 연제구,남자,369
66423095, 개인,1967.0,9.0,전라도,전라도, 영광군,남자,370
66758922, 개인,1959.0,5.0,경상도,부산광역시, 영도구,여자,371
66758435, 개인,1975.0,2.0,경상도,부산광역시, 영도구,남자,372
66758460, 개인,1966.0,2.0,경상도,부산광역시, 영도구,여자,373
66758169, 개인,1962.0,1.0,서울특별시,서울특별시, 영등포구,여자,374
66758430, 개인,1947.0,2.0,서울특별시,서울특별시, 영등포구,남자,375
